Course Code,Course Name,Credits,Prereqs,Description
AFRA 372,Philosophy of Hip Hop,3,No prerequisites.,"In examining the philosophy of hip-hop, we will look at its ontology, epistemology, and ethics. We will ask the following questions: What does hip-hop say about the meaning of life and who we are? What does hip-hop say about how we come to know things and what knowledge is? What does hip-hop say about how we should act? How should society be structured?"
AFRA 373,Sociology of Gangster Rap Music and Culture,3,No prerequisites.,Critical look at the evolution of Gangster Rap music and culture in low-income Black communities. Also focuses on how “street identified” Black youth and adults–or those engaged in crime as a lifestyle–have organized a sociopolitical and economic movement through their music.
AFRA 375,Peoples and Cultures of Modern Latin America,3,No prerequisites.,"Contemporary cultures and societies of Latin America, with emphasis on historical perspective. Looks at both rural and urban populations, the elite, the military, the church, students, and workers."
AFRA 381,Understanding Black Men in the Streets and in Prison,3,No prerequisites.,"Examines the development of a “street identity” in Black men within the community and in the criminal justice system, particularly as a result of inadequate economic and educational opportunity."
AFRA 382,Studies in Multicultural Literature in English,3,No prerequisites.,"Consideration of multiculturalism as it pertains to American culture or literature in English from Africa and other non-European societies. Variable in historical range, geography, and genre."
AFRA 391,Interdisciplinary Approaches to African American Studies,1-4,No prerequisites.,Develops methodology-based skills allowing for systematic thought and conduct of research on Black Americans in the African Diaspora.
AFRA 392,Brazil in the Modern World,3,No prerequisites.,"Focuses on the social and political history of Brazil over five hundred years, from first indigenous contact with Europeans through independence, formation of the Republic, modernization and contemporary issues facing the country. Ends by examining Brazil’s changing place on the global stage."
AFRA 393,"Special Topics: Readings in Black Text, Anti-Text, and Juxta-Text",1-3,No prerequisites.,"This course is colloquy formatted and specifically either with one text or various texts. Text is construed as either written, imaged, filmic, etc. etc. etc. Dialogues and disagreements are encouraged to help us reconceive (which is in keeping with Africana Studies) paradigms of knowledge. All of the work in the course connects to the student’s concentration and thus the readings are in a multivariate intellectual context and thus works within varying disciplinary identities that serve to develop divergent understanding."
AFRA 395,Pan Africanism,3,No prerequisites.,"Traces the rise, development, and varied expressions of the drive towards the liberation and unity of black people on the continent (Africa) and in the diaspora. Covers liberation struggles in Africa and the Civil Rights movement in the United States."
AFRA 397,History of South Africa,3,No prerequisites.,"Surveys the complex historical development of South African society. Topics include African resistance to white expansion, wars of resistance, the impact of agricultural and labor laws on African societies, tensions in white society, Afrikaners in power since 1948, and African struggles for freedom."
