Course Code,Course Name,Credits,Prereqs,Description
CHEG112,Introduction to Chemical Engineering,3,"MATH 241, MATH 242",Development of quantitative models for physical systems using a combination of conservation principles and carefully focused experimental data. Stresses the conservation of matter and energy.
CHEG166,Special Problem,3,No prerequisites.,Description not available.
CHEG167,SEMINAR,6,No prerequisites.,Description not available.
CHEG231,Chemical Engineering Thermodynamics,3,"CHEG 112, CIEG 233",The first law energy balance; the entropy balance; thermodynamic constitutive equations for gases and liquids; thermodynamic cycles and energy conversion; and stability. Kinetic Theory and Partition functions.
CHEG266,Special Problem,3,No prerequisites.,Description not available.
CHEG267,SEMINAR,6,No prerequisites.,Description not available.
CHEG304,Random Variability in Chemical Processes,3,No prerequisites.,"Fundamental approach to characterization and analysis of randomly varying phenomena. Students will learn to apply the basic principles, methods, and tools in probability and statistics for solving engineering problems involving random phenomena. Applications will include chemical process analysis, manufacturing, system reliability, and design of experiments."
CHEG305,"Applied Mathematics for Biomed, Chem and Biomol Engg",3,MATH 242,A special applied mathematics course designed for chemical engineering majors. Emphasis is given on the interaction between mathematical theory and its engineering applications.
CHEG325,Chemical Engineering Thermodynamics II,3,CHEG 231,A continuation of 
CHEG332,Chemical Engineering Kinetics,3,"MATH 305, CHEG 231, CHEM 444",Systematic description of rates of homogeneous and heterogeneous chemical reactions of industrial importance. Application of these principles to analysis and design of chemical reactors.
CHEG341,Fluid Mechanics,3,"CHEG 231, MATH 305",Theory of flow of incompressible viscous and nonviscous fluids; flow of non-Newtonian fluids; empirical correlations for laminar and turbulent flow; and applications in chemical processing.
CHEG342,Heat and Mass Transfer,3,"CHEG 341, CIEG 305","Teaches proficiency in engineering analysis of mass contactors and heat exchangers. Learn use of transport theory required to quantify analysis and to tailor experiments needed for the design, operation and control of laboratory, pilot or commercial sale equipment."
CHEG345,Chemical Engineering Laboratory I,3,"CHEG 325, CHEG 332, CHEG 341","Laboratory studies demonstrating the principles of fluid mechanics, reactionengineering, heat transfer, mass transfer and thermodynamics.  Emphasis oncorrelation of experimental results and on written and oral presentation."
CHEG366,Independent Study,6,No prerequisites.,Description not available.
CHEG367,SEMINAR,6,No prerequisites.,Description not available.
CHEG401,Chemical Process Dynamics and Control,3,"CHEG 342, CHEG 345","Analysis of transient behavior of chemical processing equipment and chemical reactors. Modeling and identification of process systems. Design of linear control systems. Introduction to model-based, multivariable and statistical process control."
CHEG410,Acceptance and Resistance to Innovation,3,No prerequisites.,Description not available.
CHEG420,Biochemical Engineering,3,MATH 243,"Application of chemical engineering principles to analyze different molecular engineering approaches, evaluate bioreactors and product recovery processes, analyze cellular engineering approaches and critically evaluate primary bioengineering data from literature and laboratory experiments."
CHEG431,Chemical Process Analysis,3,"CHEG 325, CHEG 332, CHEG 342","Design of chemical processes with a focus on distillation columns, recycle loops, and other mass contactors. Process simulations are developed using ASPEN software. Operating and capital costs are analyzed and safety and environmental impacts are considered."
